0,1
1,0
2,0
3,1
4,1
5,0
6,0
7,0
8,0
9,1
10,0
11,0
12,0
13,1
14,0
15,0
16,1
17,1
18,0
19,0
20,0
21,1
22,1
23,0
24,1
25,0
26,1
27,1
28,1
29,1
30,0
31,1
32,1
33,0
34,0
35,0
36,1
37,0
38,1
39,1
40,0
41,1
42,0
43,0
44,0
45,1
46,1
47,0
48,0
49,1
50,0
51,0
52,1
53,0
54,1
55,1
56,0
57,0
58,0
59,0
60,1
61,1
62,0
63,1
64,0
65,1
66,1
67,0
68,1
69,0
70,1
71,1
72,0
73,1
74,0
75,0
76,0
77,0
78,1
79,0
80,0
81,1
82,1
83,1
84,1
85,0
86,0
87,1
88,1
89,0
90,1
91,0
92,0
93,1
94,0
95,0
96,1
97,0
98,0
99,0
100,1
101,1
102,0
103,0
104,0
105,0
106,1
107,0
108,1
109,1
110,0
111,1
112,1
113,1
114,1
115,0
116,0
117,1
118,0
119,0
120,1
121,1
122,1
123,1
124,0
125,0
126,1
127,1
128,0
129,1
130,1
131,0
132,1
133,0
134,1
135,1
136,0
137,0
138,1
139,1
140,1
141,1
142,1
143,0
144,0
145,1
146,1
147,1
148,0
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,0
159,0
160,1
161,1
162,1
163,1
164,0
165,1
166,1
167,0
168,1
169,1
170,1
171,0
172,0
173,1
174,1
175,0
176,0
177,0
178,0
179,1
180,1
181,0
182,0
183,1
184,1
185,0
186,0
187,1
188,0
189,1
190,1
191,0
192,0
193,1
194,0
195,1
196,0
197,1
198,0
199,0
200,1
201,1
202,0
203,1
204,1
205,0
206,0
207,1
208,0
209,0
210,1
211,0
212,1
213,0
214,0
215,1
216,0
217,1
218,0
219,0
220,1
221,0
222,0
223,1
224,1
225,1
226,1
227,0
228,1
229,1
230,1
231,1
232,0
233,0
234,1
235,1
236,1
237,0
238,0
239,0
240,0
241,1
242,0
243,1
244,0
245,1
246,0
247,0
248,1
249,1
250,1
251,1
252,0
253,0
254,0
255,0
256,1
257,1
258,0
259,1
260,1
261,1
262,1
263,0
264,1
265,1
266,1
267,0
268,0
269,0
270,1
271,1
272,1
273,0
274,0
275,1
276,0
277,1
278,0
279,0
280,0
281,0
282,1
283,1
284,1
285,1
286,0
287,1
288,0
289,0
290,0
291,0
292,0
293,0
294,1
295,1
296,1
297,0
298,1
299,0
300,1
301,1
302,1
303,0
304,1
305,0
306,1
307,1
308,0
309,0
310,0
311,1
312,0
313,1
314,0
315,1
316,1
317,0
318,0
319,1
320,0
321,1
322,1
323,0
324,0
325,1
326,0
327,0
328,0
329,0
330,1
331,1
332,0
333,0
334,0
335,1
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,1
345,0
346,0
347,1
348,1
349,0
350,1
351,1
352,1
353,0
354,1
355,1
356,1
357,0
358,1
359,0
360,1
361,0
362,0
363,1
364,0
365,0
366,0
367,1
368,1
369,1
370,0
371,0
372,1
373,1
374,1
375,0
376,0
377,1
378,0
379,0
380,1
381,0
382,1
383,1
384,1
385,1
386,1
387,1
388,0
389,1
390,1
391,0
392,0
393,1
394,1
395,0
396,1
397,1
398,1
399,1
400,0
401,0
402,1
403,0
404,1
405,0
406,0
407,1
408,0
409,0
410,0
411,1
412,1
413,1
414,1
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,1
426,0
427,0
428,1
429,1
430,1
431,1
432,1
433,1
434,0
435,1
436,0
437,1
438,0
439,0
440,1
441,1
442,1
443,0
444,1
445,0
446,0
447,1
448,1
449,0
450,0
451,1
452,0
453,0
454,1
455,1
456,1
457,1
458,0
459,0
460,1
461,0
462,1
463,0
464,0
465,1
466,1
467,1
468,0
469,1
470,0
471,0
472,1
473,0
474,1
475,0
476,1
477,0
478,1
479,0
480,0
481,0
482,1
483,1
484,1
485,0
486,1
487,1
488,0
489,1
490,0
491,0
492,1
493,0
494,1
495,0
496,1
497,0
498,1
499,1
500,1
501,1
502,1
503,1
504,0
505,1
506,0
507,1
508,1
509,1
510,0
511,0
512,0
513,0
514,1
515,1
516,1
517,0
518,1
519,1
520,0
521,1
522,0
523,0
524,1
525,1
526,0
527,0
528,0
529,0
530,1
531,1
532,1
533,0
534,1
535,0
536,0
537,1
538,0
539,0
540,1
541,1
542,0
543,1
544,0
545,0
546,1
547,1
548,1
549,0
550,1
551,0
552,0
553,1
554,1
555,0
556,0
557,1
558,1
559,1
560,1
561,1
562,0
563,0
564,1
565,0
566,0
567,0
568,0
569,1
570,0
571,1
572,0
573,0
574,1
575,1
576,0
577,0
578,0
579,0
580,1
581,0
582,1
583,1
584,0
585,1
586,1
587,0
588,0
589,0
590,1
591,0
592,0
593,0
594,0
595,1
596,0
597,1
598,1
599,0
600,0
601,0
602,0
603,1
604,0
605,1
606,0
607,0
608,1
609,1
610,1
611,1
612,1
613,0
614,0
615,1
616,1
617,1
618,1
619,1
620,1
621,0
622,0
623,0
624,0
625,1
626,0
627,0
628,1
629,1
630,1
631,0
632,1
633,0
634,1
635,0
636,1
637,0
638,0
639,1
640,1
641,0
642,1
643,1
644,1
645,0
646,1
647,1
648,0
649,0
650,0
651,0
652,1
653,0
654,1
655,0
656,0
657,1
658,1
659,1
660,0
661,0
662,0
663,1
664,0
665,1
666,1
667,0
668,0
669,1
670,0
671,1
672,1
673,1
674,0
675,1
676,0
677,1
678,1
679,1
680,0
681,1
682,1
683,1
684,0
685,1
686,1
687,1
688,1
689,1
690,0
691,0
692,0
693,1
694,0
695,0
696,1
697,1
698,0
699,1
700,1
701,1
702,0
703,1
704,1
705,1
706,0
707,0
708,1
709,1
710,0
711,1
712,1
713,0
714,0
715,0
716,0
717,0
718,1
719,0
720,0
721,0
722,0
723,0
724,1
725,0
726,1
727,1
728,0
729,1
730,0
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,1
739,0
740,0
741,1
742,0
743,1
744,0
745,1
746,0
747,0
748,1
749,0
750,1
751,0
752,0
753,1
754,1
755,1
756,0
757,1
758,1
759,1
760,0
761,1
762,1
763,1
764,0
765,0
766,0
767,0
768,1
769,1
770,0
771,1
772,0
773,1
774,1
775,0
776,0
777,0
778,0
779,1
780,1
781,1
782,0
783,1
784,0
785,0
786,1
787,1
788,1
789,0
790,0
791,1
792,1
793,1
794,1
795,0
796,1
797,0
798,0
799,0
800,1
801,1
802,1
803,1
804,1
805,1
806,1
807,1
808,0
809,0
810,0
811,1
812,0
813,1
814,0
815,1
816,1
817,0
818,1
819,1
820,0
821,0
822,0
823,0
824,1
825,0
826,1
827,0
828,0
829,1
830,0
831,1
832,0
833,1
834,1
835,0
836,1
837,0
838,1
839,1
840,0
841,1
842,0
843,1
844,0
845,0
846,0
847,0
848,0
849,0
850,1
851,0
852,0
853,0
854,1
855,1
856,1
857,0
858,0
859,0
860,0
861,1
862,1
863,1
864,0
865,1
866,1
867,1
868,1
869,1
870,0
871,0
872,1
873,0
874,0
875,0
876,0
877,1
878,1
879,1
880,1
881,0
882,0
883,1
884,1
885,1
886,0
887,0
888,1
889,0
890,0
891,1
892,1
893,1
894,0
895,1
896,0
897,1
898,0
899,0
900,1
901,0
902,1
903,0
904,1
905,0
906,1
907,0
908,1
909,1
910,1
911,1
912,0
913,0
914,1
915,0
916,0
917,1
918,0
919,0
920,1
921,0
922,1
923,1
924,0
925,0
926,0
927,0
928,1
929,0
930,0
931,1
932,1
933,1
934,0
935,1
936,1
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,1
947,0
948,0
949,0
950,1
951,0
952,0
953,1
954,1
955,1
956,1
957,0
958,1
959,1
960,0
961,1
962,0
963,1
964,1
965,0
966,0
967,1
968,1
969,0
970,0
971,0
972,0
973,1
974,0
975,0
976,1
977,0
978,0
979,0
980,0
981,0
982,1
983,1
984,1
985,0
986,0
987,1
988,1
989,1
990,1
991,0
992,1
993,1
994,0
995,1
996,0
997,1
998,1
999,1
1000,1
1001,1
1002,0
1003,0
1004,0
1005,0
1006,0
1007,1
1008,1
1009,1
1010,1
1011,1
1012,0
1013,1
1014,1
1015,1
1016,0
1017,1
1018,0
1019,1
1020,1
1021,0
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,1
1035,1
1036,0
1037,0
1038,1
1039,1
1040,1
1041,0
1042,1
1043,0
1044,0
1045,1
1046,0
1047,1
1048,0
1049,0
1050,1
1051,0
1052,0
1053,0
1054,1
1055,1
1056,1
1057,1
1058,0
1059,0
1060,0
1061,1
1062,1
1063,0
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,0
1071,0
1072,1
1073,1
1074,1
1075,1
1076,1
1077,0
1078,1
1079,0
1080,0
1081,0
1082,1
1083,1
1084,1
1085,1
1086,0
1087,1
1088,0
1089,1
1090,1
1091,0
1092,1
1093,1
1094,1
1095,0
1096,0
1097,0
1098,1
1099,1
1100,1
1101,0
1102,1
1103,0
1104,0
1105,0
1106,1
1107,0
1108,0
1109,1
1110,0
1111,1
1112,0
1113,0
1114,1
1115,0
1116,1
1117,0
1118,1
1119,0
1120,1
1121,0
1122,1
1123,0
1124,0
1125,1
1126,1
1127,1
1128,1
1129,0
1130,0
1131,1
1132,0
1133,0
1134,1
1135,1
1136,1
1137,1
1138,1
1139,0
1140,1
1141,0
1142,1
1143,1
1144,1
1145,0
1146,0
1147,1
1148,1
1149,0
1150,1
1151,1
1152,1
1153,0
1154,0
1155,1
1156,1
1157,0
1158,0
1159,0
1160,1
1161,1
1162,1
1163,0
1164,0
1165,0
1166,1
1167,0
1168,0
1169,0
1170,1
1171,0
1172,1
1173,1
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,1
1182,1
1183,1
1184,0
1185,0
1186,0
1187,1
1188,0
1189,1
1190,1
1191,1
1192,0
1193,1
1194,1
1195,0
1196,1
1197,1
1198,1
1199,0
1200,0
1201,1
1202,0
1203,0
1204,0
1205,0
1206,1
1207,0
1208,1
1209,0
1210,1
1211,0
1212,0
1213,1
1214,0
1215,0
1216,0
1217,0
1218,1
1219,0
1220,1
1221,1
1222,1
1223,0
1224,1
1225,1
1226,1
1227,1
1228,1
1229,0
1230,0
1231,0
